School Year,District Code,District Name,County,School Code,School Name,TYPE,INDEX,TOTAL,Native,Asian,Black,PI,White,2+,Hispanic,NativePerc,AsianPerc,BlackPerc,PIPerc,WhitePerc,2+Perc,HispanicPerc
2016,17001,Seattle Public Schools,King,3581,Wing Luke Elementary School,Elementary,64.7,356,1,134,159,0,10,31,21,0.3%,37.6%,44.7%,0.0%,2.8%,8.7%,5.9%
2016,17210,Federal Way School District,King,3700,Brigadoon Elementary School,Elementary,74.5,357,0,17,49,1,127,68,95,0.0%,4.8%,13.7%,0.3%,35.6%,19.0%,26.6%
2016,17001,Seattle Public Schools,King,1635,Interagency Programs,Other,74.3,360,17,24,141,1,66,24,87,4.7%,6.7%,39.2%,0.3%,18.3%,6.7%,24.2%
2016,17001,Seattle Public Schools,King,2123,Greenwood Elementary School,Elementary,51.9,362,3,19,26,0,244,38,32,0.8%,5.2%,7.2%,0.0%,67.4%,10.5%,8.8%
2016,17402,Vashon Island School District,King,3667,McMurray Middle School,Middle,34.4,362,1,7,4,0,290,26,34,0.3%,1.9%,1.1%,0.0%,80.1%,7.2%,9.4%
2016,17415,Kent School District,King,3707,Soos Creek Elementary School,Elementary,77.0,362,0,75,45,0,124,49,69,0.0%,20.7%,12.4%,0.0%,34.3%,13.5%,19.1%
2016,31401,Stanwood-Camano School District,Snohomish,4364,Twin City Elementary,Elementary,41.8,363,7,9,1,2,269,11,64,1.9%,2.5%,0.3%,0.6%,74.1%,3.0%,17.6%
2016,17001,Seattle Public Schools,King,2121,Leschi Elementary School,Elementary,65.3,368,0,13,177,0,116,38,24,0.0%,3.5%,48.1%,0.0%,31.5%,10.3%,6.5%
2016,17417,Northshore School District,Snohomish,4124,Hollywood Hill Elementary,Elementary,42.6,369,2,20,0,0,274,34,39,0.5%,5.4%,0.0%,0.0%,74.3%,9.2%,10.6%
2016,17414,Lake Washington School District,King,3704,Keller Elementary,Elementary,63.1,369,2,41,11,0,206,54,55,0.5%,11.1%,3.0%,0.0%,55.8%,14.6%,14.9%
2016,17001,Seattle Public Schools,King,3803,Dearborn Park International School,Elementary,69.3,370,1,159,118,0,26,34,32,0.3%,43.0%,31.9%,0.0%,7.0%,9.2%,8.6%
2016,17417,Northshore School District,Snohomish,3234,Cottage Lake Elementary,Elementary,43.4,373,0,20,5,0,275,33,40,0.0%,5.4%,1.3%,0.0%,73.7%,8.8%,10.7%
2016,17401,Highline School District,King,5101,Health Sciences & Human Services,High,73.2,373,1,110,62,1,35,24,140,0.3%,29.5%,16.6%,0.3%,9.4%,6.4%,37.5%
2016,31025,Marysville School District,Snohomish,5209,Academy of Const and Engineering,High,64.6,374,13,29,5,1,196,37,93,3.5%,7.8%,1.3%,0.3%,52.4%,9.9%,24.9%
2016,31002,Everett School District,Snohomish,2065,Garfield Elementary School,Elementary,61.2,377,5,9,7,0,208,54,94,1.3%,2.4%,1.9%,0.0%,55.2%,14.3%,24.9%
2016,17210,Federal Way School District,King,3519,Adelaide Elementary School,Elementary,74.9,379,0,27,36,3,109,76,128,0.0%,7.1%,9.5%,0.8%,28.8%,20.1%,33.8%
2016,31025,Marysville School District,Snohomish,4150,Marshall Elementary,Elementary,62.0,380,10,11,6,0,211,68,74,2.6%,2.9%,1.6%,0.0%,55.5%,17.9%,19.5%
2016,31015,Edmonds School District,Snohomish,3461,Seaview Elementary,Elementary,52.1,380,0,19,8,0,251,67,35,0.0%,5.0%,2.1%,0.0%,66.1%,17.6%,9.2%
2016,31015,Edmonds School District,Snohomish,3534,Chase Lake Elementary,Elementary,73.1,387,2,26,48,0,160,62,89,0.5%,6.7%,12.4%,0.0%,41.3%,16.0%,23.0%
2016,17401,Highline School District,King,2418,Des Moines Elementary,Elementary,74.3,387,3,43,59,0,158,47,77,0.8%,11.1%,15.2%,0.0%,40.8%,12.1%,19.9%
2016,17414,Lake Washington School District,King,2796,Juanita Elementary,Elementary,63.4,387,0,40,9,0,213,62,63,0.0%,10.3%,2.3%,0.0%,55.0%,16.0%,16.3%
2016,17408,Auburn School District,King,4120,Lake View Elementary School,Elementary,43.9,388,2,8,3,0,283,40,52,0.5%,2.1%,0.8%,0.0%,72.9%,10.3%,13.4%
2016,17001,Seattle Public Schools,King,5048,Birth to 3 Contracts,Other,70.4,389,2,43,44,0,184,72,44,0.5%,11.1%,11.3%,0.0%,47.3%,18.5%,11.3%
2016,17001,Seattle Public Schools,King,2975,John Rogers Elementary School,Elementary,67.0,389,3,26,45,0,202,50,63,0.8%,6.7%,11.6%,0.0%,51.9%,12.9%,16.2%
2016,17401,Highline School District,King,5370,The Learning Center,Other,73.1,389,3,37,68,0,86,33,162,0.8%,9.5%,17.5%,0.0%,22.1%,8.5%,41.6%
2016,17405,Bellevue School District,King,3633,Ardmore Elementary School,Elementary,73.8,390,0,117,25,0,114,25,109,0.0%,30.0%,6.4%,0.0%,29.2%,6.4%,27.9%
2016,31201,Snohomish School District,Snohomish,3305,Cathcart Elementary,Elementary,33.9,390,0,4,7,0,312,13,54,0.0%,1.0%,1.8%,0.0%,80.0%,3.3%,13.8%
2016,17001,Seattle Public Schools,King,4248,Hawthorne Elementary School (Seattle),Elementary,78.5,391,0,74,112,1,92,50,62,0.0%,18.9%,28.6%,0.3%,23.5%,12.8%,15.9%
2016,17001,Seattle Public Schools,King,2199,Concord International School,Elementary,60.9,392,3,30,38,2,49,38,232,0.8%,7.7%,9.7%,0.5%,12.5%,9.7%,59.2%
2016,17001,Seattle Public Schools,King,2977,Viewlands Elementary School,Elementary,69.4,392,5,33,35,0,191,59,69,1.3%,8.4%,8.9%,0.0%,48.7%,15.1%,17.6%
2016,17414,Lake Washington School District,King,3592,Bell Elementary,Elementary,59.6,393,0,46,16,0,234,32,65,0.0%,11.7%,4.1%,0.0%,59.5%,8.1%,16.5%
2016,17417,Northshore School District,Snohomish,4187,Sunrise Elementary (Northshore),Elementary,50.9,393,0,88,4,0,259,28,14,0.0%,22.4%,1.0%,0.0%,65.9%,7.1%,3.6%
2016,17414,Lake Washington School District,King,2992,Rose Hill Elementary,Elementary,66.5,394,0,55,9,0,196,40,94,0.0%,14.0%,2.3%,0.0%,49.7%,10.2%,23.9%
2016,17405,Bellevue School District,King,3168,Phantom Lake Elementary,Elementary,70.6,396,1,87,12,0,177,55,64,0.3%,22.0%,3.0%,0.0%,44.7%,13.9%,16.2%
2016,17210,Federal Way School District,King,3628,Twin Lakes Elementary School,Elementary,75.1,396,0,16,62,1,134,81,102,0.0%,4.0%,15.7%,0.3%,33.8%,20.5%,25.8%
2016,17001,Seattle Public Schools,King,2143,John Muir Elementary School,Elementary,70.1,397,2,44,189,0,75,50,37,0.5%,11.1%,47.6%,0.0%,18.9%,12.6%,9.3%
2016,17415,Kent School District,King,5275,iGrad,Other,74.4,399,2,41,56,1,153,43,103,0.5%,10.3%,14.0%,0.3%,38.3%,10.8%,25.8%
2016,17210,Federal Way School District,King,4343,Silver Lake Elementary School (Federal Way),Elementary,75.5,399,0,40,55,0,84,70,150,0.0%,10.0%,13.8%,0.0%,21.1%,17.5%,37.6%
2016,17210,Federal Way School District,King,3568,Lake Grove Elementary School,Elementary,74.1,401,4,20,50,1,105,70,151,1.0%,5.0%,12.5%,0.2%,26.2%,17.5%,37.7%
2016,31015,Edmonds School District,Snohomish,3122,Lynndale Elementary,Elementary,71.8,401,3,32,32,0,174,69,91,0.7%,8.0%,8.0%,0.0%,43.4%,17.2%,22.7%
2016,17001,Seattle Public Schools,King,5276,STEM K-8,Elementary Middle,66.1,403,0,39,52,0,214,61,37,0.0%,9.7%,12.9%,0.0%,53.1%,15.1%,9.2%
2016,17411,Issaquah School District,King,3637,Maple Hills Elementary,Elementary,33.8,407,1,2,7,0,327,44,26,0.2%,0.5%,1.7%,0.0%,80.3%,10.8%,6.4%
2016,17001,Seattle Public Schools,King,2730,Arbor Heights Elementary School,Elementary,60.2,408,2,27,42,1,244,50,42,0.5%,6.6%,10.3%,0.2%,59.8%,12.3%,10.3%
2016,31103,Monroe School District,Snohomish,2546,Maltby Elementary,Elementary,37.5,408,2,21,1,0,318,20,46,0.5%,5.1%,0.2%,0.0%,77.9%,4.9%,11.3%
2016,31332,Granite Falls School District,Snohomish,4113,Granite Falls Middle School,Middle,26.7,410,2,2,7,0,349,21,29,0.5%,0.5%,1.7%,0.0%,85.1%,5.1%,7.1%
2016,17210,Federal Way School District,King,2841,Lakeland Elementary School,Elementary,66.4,410,5,41,32,0,217,51,64,1.2%,10.0%,7.8%,0.0%,52.9%,12.4%,15.6%
2016,17414,Lake Washington School District,King,3748,Muir Elementary,Elementary,65.1,410,0,97,4,0,207,26,76,0.0%,23.7%,1.0%,0.0%,50.5%,6.3%,18.5%
2016,17415,Kent School District,King,3708,Grass Lake Elementary School,Elementary,49.4,412,2,20,12,0,284,35,59,0.5%,4.9%,2.9%,0.0%,68.9%,8.5%,14.3%
2016,17001,Seattle Public Schools,King,2181,Alki Elementary School,Elementary,51.9,413,5,9,35,0,277,54,33,1.2%,2.2%,8.5%,0.0%,67.1%,13.1%,8.0%
2016,17414,Lake Washington School District,King,3675,Frost Elementary,Elementary,65.3,413,3,31,10,1,207,47,114,0.7%,7.5%,2.4%,0.2%,50.1%,11.4%,27.6%
2016,31103,Monroe School District,Snohomish,4544,Hidden River Middle School,Middle,42.4,413,2,14,2,0,305,23,67,0.5%,3.4%,0.5%,0.0%,73.8%,5.6%,16.2%
2016,31025,Marysville School District,Snohomish,5211,Intl Sch of Communications,High,60.4,414,11,30,11,1,245,53,63,2.7%,7.2%,2.7%,0.2%,59.2%,12.8%,15.2%
2016,17001,Seattle Public Schools,King,4065,Orca K-8 School,Elementary Middle,63.1,415,0,22,92,0,226,56,19,0.0%,5.3%,22.2%,0.0%,54.5%,13.5%,4.6%
2016,17417,Northshore School District,Snohomish,3107,Arrowhead Elementary,Elementary,49.4,416,1,40,13,0,288,42,32,0.2%,9.6%,3.1%,0.0%,69.2%,10.1%,7.7%
2016,17210,Federal Way School District,King,4426,Green Gables Elementary School,Elementary,69.3,416,2,34,43,0,201,82,54,0.5%,8.2%,10.3%,0.0%,48.3%,19.7%,13.0%
2016,17210,Federal Way School District,King,3432,Olympic View Elementary School (Federal Way),Elementary,64.0,416,1,16,46,4,59,60,230,0.2%,3.8%,11.1%,1.0%,14.2%,14.4%,55.3%
2016,17001,Seattle Public Schools,King,3974,Thornton Creek Elementary School,Elementary,43.0,416,0,18,4,2,306,65,21,0.0%,4.3%,1.0%,0.5%,73.6%,15.6%,5.0%
2016,17403,Renton School District,King,2929,Lakeridge Elementary School (Renton),Elementary,63.1,417,4,54,236,1,32,30,60,1.0%,12.9%,56.6%,0.2%,7.7%,7.2%,14.4%
2016,17401,Highline School District,King,3553,Raisbeck Aviation High School,High,56.9,417,1,75,25,0,259,24,33,0.2%,18.0%,6.0%,0.0%,62.1%,5.8%,7.9%
2016,31401,Stanwood-Camano School District,Snohomish,3125,Stanwood Elementary School,Elementary,28.1,417,1,4,2,0,351,30,29,0.2%,1.0%,0.5%,0.0%,84.2%,7.2%,7.0%
2016,17414,Lake Washington School District,King,5139,Carson Elementary,Elementary,52.6,418,0,100,4,0,268,25,21,0.0%,23.9%,1.0%,0.0%,64.1%,6.0%,5.0%
2016,17408,Auburn School District,King,3525,Lea Hill Elementary School,Elementary,74.9,419,2,32,85,0,162,77,61,0.5%,7.6%,20.3%,0.0%,38.7%,18.4%,14.6%
2016,17407,Riverview School District,King,2485,Carnation Elementary School,Elementary,40.5,420,1,20,4,0,317,16,62,0.2%,4.8%,1.0%,0.0%,75.5%,3.8%,14.8%
2016,17415,Kent School District,King,4301,Jenkins Creek Elementary School,Elementary,61.7,421,2,24,19,1,240,59,76,0.5%,5.7%,4.5%,0.2%,57.0%,14.0%,18.1%
2016,17405,Bellevue School District,King,3339,Sherwood Forest Elementary (Bellevue),Elementary,76.3,422,0,94,32,0,119,53,124,0.0%,22.3%,7.6%,0.0%,28.2%,12.6%,29.4%
2016,17415,Kent School District,King,4353,Carriage Crest Elementary School,Elementary,69.3,423,2,83,27,0,204,57,50,0.5%,19.6%,6.4%,0.0%,48.2%,13.5%,11.8%
2016,17216,Enumclaw School District,King,4289,Sunrise Elementary (Enumclaw),Elementary,36.1,423,1,3,3,0,331,18,67,0.2%,0.7%,0.7%,0.0%,78.3%,4.3%,15.8%
2016,17216,Enumclaw School District,King,4210,Enumclaw Middle School,Middle,30.2,424,9,1,5,0,351,14,44,2.1%,0.2%,1.2%,0.0%,82.8%,3.3%,10.4%
2016,17415,Kent School District,King,3678,Fairwood Elementary School,Elementary,73.3,425,0,45,50,1,180,82,67,0.0%,10.6%,11.8%,0.2%,42.4%,19.3%,15.8%
2016,17001,Seattle Public Schools,King,3478,Kimball Elementary School,Elementary,76.2,425,0,145,94,0,95,49,42,0.0%,34.1%,22.1%,0.0%,22.4%,11.5%,9.9%
2016,17216,Enumclaw School District,King,2980,Byron Kibler Elementary School,Elementary,43.5,426,2,3,3,0,307,23,88,0.5%,0.7%,0.7%,0.0%,72.1%,5.4%,20.7%
2016,17001,Seattle Public Schools,King,2183,Lawton Elementary School,Elementary,45.3,426,1,23,6,0,307,60,29,0.2%,5.4%,1.4%,0.0%,72.1%,14.1%,6.8%
2016,17001,Seattle Public Schools,King,5204,Queen Anne Elementary,Elementary,45.6,426,0,24,8,0,306,61,27,0.0%,5.6%,1.9%,0.0%,71.8%,14.3%,6.3%
2016,17406,Tukwila School District,King,3635,Thorndyke Elementary,Elementary,75.5,426,8,73,125,0,42,35,143,1.9%,17.1%,29.3%,0.0%,9.9%,8.2%,33.6%
2016,17001,Seattle Public Schools,King,2462,Loyal Heights Elementary School,Elementary,34.3,427,0,9,10,0,342,47,19,0.0%,2.1%,2.3%,0.0%,80.1%,11.0%,4.4%
2016,17417,Northshore School District,Snohomish,4305,Bear Creek Elementary,Elementary,53.7,428,0,87,2,0,274,37,28,0.0%,20.3%,0.5%,0.0%,64.0%,8.6%,6.5%
2016,31025,Marysville School District,Snohomish,5210,Bio Med Academy,High,63.6,428,4,60,5,0,233,43,83,0.9%,14.0%,1.2%,0.0%,54.4%,10.0%,19.4%
2016,31015,Edmonds School District,Snohomish,3254,Mountlake Terrace Elementary,Elementary,68.5,428,1,33,18,3,202,65,106,0.2%,7.7%,4.2%,0.7%,47.2%,15.2%,24.8%
2016,17001,Seattle Public Schools,King,2139,Gatewood Elementary School,Elementary,55.2,430,1,9,57,0,275,48,40,0.2%,2.1%,13.3%,0.0%,64.0%,11.2%,9.3%
2016,31025,Marysville School District,Snohomish,5214,School for the Entrepreneur,High,62.8,431,13,24,13,1,238,44,98,3.0%,5.6%,3.0%,0.2%,55.2%,10.2%,22.7%
2016,31015,Edmonds School District,Snohomish,3536,Brier Elementary,Elementary,53.2,432,1,30,16,0,285,52,48,0.2%,6.9%,3.7%,0.0%,66.0%,12.0%,11.1%
2016,17001,Seattle Public Schools,King,2450,Daniel Bagley Elementary School,Elementary,51.6,432,0,47,18,0,290,58,19,0.0%,10.9%,4.2%,0.0%,67.1%,13.4%,4.4%
2016,17210,Federal Way School District,King,3738,Lake Dolloff Elementary School,Elementary,78.7,432,5,61,67,0,133,81,85,1.2%,14.1%,15.5%,0.0%,30.8%,18.8%,19.7%
2016,17001,Seattle Public Schools,King,2645,West Seattle Elementary School,Elementary,59.4,432,3,39,261,0,48,24,57,0.7%,9.0%,60.4%,0.0%,11.1%,5.6%,13.2%
2016,17001,Seattle Public Schools,King,2437,Laurelhurst Elementary School,Elementary,52.1,433,0,59,18,0,289,46,21,0.0%,13.6%,4.2%,0.0%,66.7%,10.6%,4.8%
2016,17405,Bellevue School District,King,3705,Bennett Elementary School,Elementary,61.3,436,0,144,7,1,226,32,26,0.0%,33.0%,1.6%,0.2%,51.8%,7.3%,6.0%
2016,31201,Snohomish School District,Snohomish,4366,Cascade View Elementary (Snohomish),Elementary,32.4,436,2,9,1,0,355,28,41,0.5%,2.1%,0.2%,0.0%,81.4%,6.4%,9.4%
2016,31002,Everett School District,Snohomish,2883,Hawthorne Elementary School (Everett),Elementary,68.3,436,0,32,31,0,172,35,166,0.0%,7.3%,7.1%,0.0%,39.4%,8.0%,38.1%
2016,17210,Federal Way School District,King,3159,Mirror Lake Elementary School,Elementary,75.1,436,3,36,87,1,67,73,169,0.7%,8.3%,20.0%,0.2%,15.4%,16.7%,38.8%
2016,17414,Lake Washington School District,King,1706,International Community School,Middle High,59.5,438,1,200,1,0,191,30,15,0.2%,45.7%,0.2%,0.0%,43.6%,6.8%,3.4%
2016,31002,Everett School District,Snohomish,2669,Madison Elementary,Elementary,67.2,438,3,30,25,0,177,33,170,0.7%,6.8%,5.7%,0.0%,40.4%,7.5%,38.8%
2016,17414,Lake Washington School District,King,4424,Einstein Elementary,Elementary,72.6,440,1,95,26,0,167,31,120,0.2%,21.6%,5.9%,0.0%,38.0%,7.0%,27.3%
2016,17405,Bellevue School District,King,3036,Eastgate Elementary School,Elementary,66.1,442,2,142,12,0,206,53,27,0.5%,32.1%,2.7%,0.0%,46.6%,12.0%,6.1%
2016,17408,Auburn School District,King,2659,Terminal Park Elementary School,Elementary,73.2,443,1,26,45,2,173,79,117,0.2%,5.9%,10.2%,0.5%,39.1%,17.8%,26.4%
2016,17401,Highline School District,King,2765,Beverly Park Elem at Glendale,Elementary,69.5,444,10,56,72,1,57,30,218,2.3%,12.6%,16.2%,0.2%,12.8%,6.8%,49.1%
2016,17412,Shoreline School District,King,3489,Parkwood Elementary,Elementary,72.4,445,3,77,44,0,196,45,80,0.7%,17.3%,9.9%,0.0%,44.0%,10.1%,18.0%
2016,17415,Kent School District,King,4345,Horizon Elementary School (Kent),Elementary,72.0,446,2,66,46,1,201,53,77,0.4%,14.8%,10.3%,0.2%,45.1%,11.9%,17.3%
2016,17210,Federal Way School District,King,3160,Star Lake Elementary School,Elementary,78.5,446,4,51,64,3,120,82,122,0.9%,11.4%,14.3%,0.7%,26.9%,18.4%,27.4%
2016,31201,Snohomish School District,Snohomish,4383,Totem Falls,Other,33.1,446,4,27,7,0,362,15,31,0.9%,6.1%,1.6%,0.0%,81.2%,3.4%,7.0%
2016,17415,Kent School District,King,4466,Sawyer Woods Elementary School,Elementary,45.6,447,0,21,6,0,321,59,40,0.0%,4.7%,1.3%,0.0%,71.8%,13.2%,8.9%
2016,17210,Federal Way School District,King,4480,Meredith Hill Elementary School,Elementary,71.7,448,1,69,27,0,197,58,96,0.2%,15.4%,6.0%,0.0%,44.0%,12.9%,21.4%
2016,17401,Highline School District,King,5063,Academy of Citizenship and Empowerment,High,69.2,449,4,59,92,0,45,32,217,0.9%,13.1%,20.5%,0.0%,10.0%,7.1%,48.3%
2016,31025,Marysville School District,Snohomish,3059,Cascade Elementary,Elementary,68.7,449,11,32,8,0,201,66,131,2.4%,7.1%,1.8%,0.0%,44.8%,14.7%,29.2%
2016,31015,Edmonds School District,Snohomish,3409,Cedar Valley Community School,Elementary,64.7,449,2,40,28,0,106,36,237,0.4%,8.9%,6.2%,0.0%,23.6%,8.0%,52.8%
2016,17415,Kent School District,King,4489,Glenridge Elementary,Elementary,77.1,449,1,143,84,0,113,46,62,0.2%,31.8%,18.7%,0.0%,25.2%,10.2%,13.8%
2016,31311,Sultan School District,Snohomish,2105,Sultan Middle School,Middle,37.7,451,8,10,1,0,347,7,78,1.8%,2.2%,0.2%,0.0%,76.9%,1.6%,17.3%
2016,17001,Seattle Public Schools,King,5203,McDonald International School,Other,50.7,453,0,18,2,2,303,84,44,0.0%,4.0%,0.4%,0.4%,66.9%,18.5%,9.7%
2016,17001,Seattle Public Schools,King,2256,Olympic View Elementary School (Seattle),Elementary,69.4,455,3,55,70,1,224,59,43,0.7%,12.1%,15.4%,0.2%,49.2%,13.0%,9.5%
2016,17001,Seattle Public Schools,King,2081,John Stanford International School,Elementary,64.3,456,4,52,4,0,244,92,60,0.9%,11.4%,0.9%,0.0%,53.5%,20.2%,13.2%
2016,31015,Edmonds School District,Snohomish,1685,Maplewood Parent Coop,Other,43.0,456,0,38,19,0,338,49,12,0.0%,8.3%,4.2%,0.0%,74.1%,10.7%,2.6%
2016,17001,Seattle Public Schools,King,2070,Beacon Hill International School,Elementary,74.9,457,3,130,28,1,70,65,160,0.7%,28.4%,6.1%,0.2%,15.3%,14.2%,35.0%
2016,17210,Federal Way School District,King,3329,Panther Lake Elementary School (Federal Way),Elementary,77.9,459,6,56,68,3,84,86,156,1.3%,12.2%,14.8%,0.7%,18.3%,18.7%,34.0%
2016,17210,Federal Way School District,King,4374,Sherwood Forest Elementary School (Federal Way),Elementary,76.4,460,1,81,33,0,157,92,96,0.2%,17.6%,7.2%,0.0%,34.1%,20.0%,20.9%
2016,17407,Riverview School District,King,4332,Stillwater Elementary,Elementary,39.1,460,1,5,2,0,350,27,75,0.2%,1.1%,0.4%,0.0%,76.1%,5.9%,16.3%
2016,31006,Mukilteo School District,Snohomish,3687,Serene Lake Elementary,Elementary,68.3,461,0,42,32,0,228,76,83,0.0%,9.1%,6.9%,0.0%,49.5%,16.5%,18.0%
2016,17403,Renton School District,King,3521,Renton Park Elementary School,Elementary,78.5,462,0,63,101,1,131,63,103,0.0%,13.6%,21.9%,0.2%,28.4%,13.6%,22.3%
2016,17216,Enumclaw School District,King,4550,Thunder Mountain Middle School,Middle,35.6,463,9,1,2,0,364,15,72,1.9%,0.2%,0.4%,0.0%,78.6%,3.2%,15.6%
2016,31002,Everett School District,Snohomish,2752,Whittier Elementary (Everett),Elementary,48.9,463,5,11,17,0,321,58,51,1.1%,2.4%,3.7%,0.0%,69.3%,12.5%,11.0%
2016,31015,Edmonds School District,Snohomish,3304,Cedar Way Elementary,Elementary,70.0,469,0,67,38,0,224,70,70,0.0%,14.3%,8.1%,0.0%,47.8%,14.9%,14.9%
2016,31201,Snohomish School District,Snohomish,2073,Machias Elementary,Elementary,29.8,469,6,6,0,0,390,33,34,1.3%,1.3%,0.0%,0.0%,83.2%,7.0%,7.2%
2016,17001,Seattle Public Schools,King,2092,Whittier Elementary School (Seattle),Elementary,36.1,469,0,26,10,0,371,43,19,0.0%,5.5%,2.1%,0.0%,79.1%,9.2%,4.1%
2016,31015,Edmonds School District,Snohomish,3691,College Place Elementary,Elementary,72.6,470,7,27,61,1,114,62,198,1.5%,5.7%,13.0%,0.2%,24.3%,13.2%,42.1%
2016,17408,Auburn School District,King,3439,Chinook Elementary School,Elementary,73.5,471,60,18,19,0,99,79,196,12.7%,3.8%,4.0%,0.0%,21.0%,16.8%,41.6%
2016,17403,Renton School District,King,2439,Bryn Mawr Elementary School,Elementary,79.3,473,7,117,122,0,61,74,92,1.5%,24.7%,25.8%,0.0%,12.9%,15.6%,19.5%
2016,31401,Stanwood-Camano School District,Snohomish,2400,Stanwood Middle School,Middle,36.8,473,3,9,5,0,371,36,49,0.6%,1.9%,1.1%,0.0%,78.4%,7.6%,10.4%
2016,17406,Tukwila School District,King,3226,Cascade View Elementary (Tukwila),Elementary,72.8,475,2,158,64,0,49,32,170,0.4%,33.3%,13.5%,0.0%,10.3%,6.7%,35.8%
2016,17210,Federal Way School District,King,3328,Woodmont K-8 School,Elementary Middle,77.1,475,4,62,65,0,156,65,123,0.8%,13.1%,13.7%,0.0%,32.8%,13.7%,25.9%
2016,17414,Lake Washington School District,King,3529,Mann Elementary,Elementary,57.6,476,1,111,8,0,285,34,37,0.2%,23.3%,1.7%,0.0%,59.9%,7.1%,7.8%
2016,31015,Edmonds School District,Snohomish,3605,Sherwood Elementary,Elementary,59.0,476,3,25,25,0,287,61,75,0.6%,5.3%,5.3%,0.0%,60.3%,12.8%,15.8%
2016,17403,Renton School District,King,3702,Tiffany Park Elementary School,Elementary,76.6,476,1,85,75,0,165,46,104,0.2%,17.9%,15.8%,0.0%,34.7%,9.7%,21.8%
2016,31103,Monroe School District,Snohomish,4159,Salem Woods Elementary School,Elementary,31.4,477,9,4,4,1,392,26,41,1.9%,0.8%,0.8%,0.2%,82.2%,5.5%,8.6%
2016,31025,Marysville School District,Snohomish,4454,Allen Creek Elementary School,Elementary,55.1,479,10,38,9,1,308,52,61,2.1%,7.9%,1.9%,0.2%,64.3%,10.9%,12.7%
2016,17001,Seattle Public Schools,King,3518,Fairmount Park Elementary School,Elementary,50.5,480,1,22,17,0,325,79,36,0.2%,4.6%,3.5%,0.0%,67.7%,16.5%,7.5%
2016,17001,Seattle Public Schools,King,2353,Maple Elementary School,Elementary,67.4,480,0,247,51,1,48,52,81,0.0%,51.5%,10.6%,0.2%,10.0%,10.8%,16.9%
2016,17001,Seattle Public Schools,King,3026,Wedgwood Elementary School,Elementary,60.9,480,0,72,13,0,277,83,35,0.0%,15.0%,2.7%,0.0%,57.7%,17.3%,7.3%
2016,31025,Marysville School District,Snohomish,3187,Shoultes Elementary,Elementary,63.8,481,11,26,12,0,259,68,105,2.3%,5.4%,2.5%,0.0%,53.8%,14.1%,21.8%
2016,31015,Edmonds School District,Snohomish,3504,Meadowdale Elementary,Elementary,71.8,482,1,66,34,0,210,60,111,0.2%,13.7%,7.1%,0.0%,43.6%,12.4%,23.0%
2016,31015,Edmonds School District,Snohomish,3186,Westgate Elementary,Elementary,65.6,483,3,41,32,1,258,73,75,0.6%,8.5%,6.6%,0.2%,53.4%,15.1%,15.5%
2016,17210,Federal Way School District,King,4470,Enterprise Elementary School,Elementary,78.0,484,3,70,58,1,150,88,114,0.6%,14.5%,12.0%,0.2%,31.0%,18.2%,23.6%
2016,17001,Seattle Public Schools,King,1579,Tops K-8 School,Elementary Middle,69.7,485,3,94,73,0,231,53,31,0.6%,19.4%,15.1%,0.0%,47.6%,10.9%,6.4%
2016,17412,Shoreline School District,King,3104,Echo Lake Elementary School,Elementary,69.3,486,3,82,23,0,234,64,80,0.6%,16.9%,4.7%,0.0%,48.1%,13.2%,16.5%
2016,31025,Marysville School District,Snohomish,4323,Kellogg Marsh Elementary School,Elementary,54.1,486,12,9,6,1,311,55,92,2.5%,1.9%,1.2%,0.2%,64.0%,11.3%,18.9%
2016,17414,Lake Washington School District,King,3747,Sandburg Elementary,Elementary,38.5,486,0,36,1,0,376,41,32,0.0%,7.4%,0.2%,0.0%,77.4%,8.4%,6.6%
2016,31015,Edmonds School District,Snohomish,3754,College Place Middle School,Middle,70.3,487,2,37,43,0,226,94,85,0.4%,7.6%,8.8%,0.0%,46.4%,19.3%,17.5%
2016,17415,Kent School District,King,4126,Crestwood Elementary School,Elementary,53.9,488,3,31,16,2,319,64,53,0.6%,6.4%,3.3%,0.4%,65.4%,13.1%,10.9%
2016,17001,Seattle Public Schools,King,2733,Lafayette Elementary School,Elementary,53.8,488,1,39,40,0,321,52,35,0.2%,8.0%,8.2%,0.0%,65.8%,10.7%,7.2%
2016,31002,Everett School District,Snohomish,2811,Lowell Elementary (Everett),Elementary,68.0,491,4,35,17,1,228,69,137,0.8%,7.1%,3.5%,0.2%,46.4%,14.1%,27.9%
2016,17415,Kent School District,King,3593,Pine Tree Elementary School,Elementary,79.1,491,3,64,98,3,123,72,128,0.6%,13.0%,20.0%,0.6%,25.1%,14.7%,26.1%
2016,17408,Auburn School District,King,3227,Pioneer Elementary School (Auburn),Elementary,48.5,491,1,15,11,3,87,35,339,0.2%,3.1%,2.2%,0.6%,17.7%,7.1%,69.0%
2016,17405,Bellevue School District,King,3100,Stevenson Elementary,Elementary,63.5,492,0,249,18,0,47,26,152,0.0%,50.6%,3.7%,0.0%,9.6%,5.3%,30.9%
2016,17403,Renton School District,King,3740,Talbot Hill Elementary School,Elementary,78.6,493,2,144,95,0,109,76,67,0.4%,29.2%,19.3%,0.0%,22.1%,15.4%,13.6%
